,Symbol,Name,Industry,IndustryCode
1660,CTAQU,Carney Technology Acquisition Corp. II,기타 금융업,556010
1661,CSTE,Caesarstone Ltd,주택건설,532030
1662,AMTB,Amerant Bancorp Inc Class A,은행,551010
1663,SNRHU,Senior Connect Acquisition Corp I,기타 금융업,556010
1664,TLSA,Tiziana Life Sciences PLC ADR,생명과학 및 메디컬 리서치,562020
1665,INAQU,Insu Acquisition Corp II,기타 금융업,556010
1666,DMLP,Dorchester Minerals LP Unit,오일 및 가스,501020
1667,HAFC,Hanmi Financial Corp,은행,551010
1668,DZSI,DZS Inc,"컴퓨터, 전화 및 가전제품",571060
1669,SURF,Surface Oncology Inc,생명과학 및 메디컬 리서치,562020
1670,HYMC,Hycroft Mining Holding Corporation Class A,메탈&마이닝,512010
1671,FINMU,Marlin Technology Corp,기타 금융업,556010
1672,APEI,American Public Education Inc,교육서비스,631010
1673,CPRX,Catalyst Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1674,PFLT,PennantPark Floating Rate Capital Ltd,다양한 금융서비스,555010
1675,GMIIU,Gores Metropoulos II Inc,기타 금융업,556010
1676,MPAA,Motorcar Parts of America Inc,자동차 및 자동차 부품,531010
1677,EXPCU,Experience Investment Corp Unit,기타 금융업,556010
1678,CLFD,Clearfield Inc,커뮤니케이션 및 네트워킹,571020
1679,AMCIU,AMCI Acquisition Corp Unit,기타 금융업,556010
1680,KLDO,Kaleido Biosciences Inc,생명과학 및 메디컬 리서치,562020
1681,WTRH,Waitr Holdings Inc,소프트웨어 및 IT서비스,572010
1682,XOMA,XOMA Corp,생명과학 및 메디컬 리서치,562020
1683,VSEC,VSE Corp,우주항공 및 국방,521010
1684,DLTH,Duluth Holdings Inc Class B,섬유 및 의류,532020
1685,CNSL,Consolidated Communications Holdings Inc,통신 서비스,574010
1686,NAKD,Naked Brand Group Ltd,섬유 및 의류,532020
1687,LSXMB,Liberty Media Corp Series B,미디어 및 출판,533020
1688,HEAR,Turtle Beach Corp,"컴퓨터, 전화 및 가전제품",571060
1689,BCEL,Atreca Inc Class A,생명과학 및 메디컬 리서치,562020
1690,ETNB,89Bio Inc,생명과학 및 메디컬 리서치,562020
1691,CASI,CASI Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1692,NTRSO,Northern Trust Corp ADR,투자은행 및 서비스,551020
1693,CRAI,CRA International Inc,전문 및 상업 서비스,522030
1694,PACXU,Pioneer Merger Corp,기타 금융업,556010
1695,MOFG,Midwestone Financial Group Inc (IOWA),은행,551010
1696,FSRVU,Finserv Acquisition Corp Unit,기타 금융업,556010
1697,IBCP,Independent Bank Corp (Michigan),은행,551010
1698,COOLU,Corner Growth Acquisition Corp,기타 금융업,556010
1699,MSBI,Midland States Bancorp Inc,은행,551010
1700,BFST,Business First Bancshares Inc,은행,551010
1701,QH,Quhuo Ltd ADR,화물 및 물류 서비스,524050
1702,FCACU,Falcon Capital Acquisition Corp,기타 금융업,556010
1703,TA,Travelcenters of America Inc,오일 및 가스,501020
1704,LSEA,Landsea Homes Corp,부동산 운영 관리,601010
1705,CONN,Conn's Inc,전문품 상점,534030
1706,HCKT,Hackett Group Inc,전문 및 상업 서비스,522030
1707,SLDB,Solid Biosciences Inc,생명과학 및 메디컬 리서치,562020
1708,FRPH,FRP Holdings Inc,부동산 운영 관리,601010
1709,LUXAU,Lux Health Tech Acquisition Corp,기타 금융업,556010
1710,FRGI,Fiesta Restaurant Group Inc,호텔 및 엔터테인먼트,533010
1711,FLIC,First of Long Island Corp,은행,551010
1712,GTYH,Gty Technology Holdings Inc,소프트웨어 및 IT서비스,572010
1713,ORPH,Orphazyme A/S ADR,생명과학 및 메디컬 리서치,562020
1714,AVDL,Avadel Pharmaceuticals PLC ADR,제약,562010
1715,NGACU,Nextgen Acquisition Corp,기타 금융업,556010
1716,VRNA,Verona Pharma PLC ADR,생명과학 및 메디컬 리서치,562020
1717,BNFT,Benefitfocus Inc,소프트웨어 및 IT서비스,572010
1718,NPA,New Providence Acquisition Corp Class A,기타 금융업,556010
1719,MDVL,Medavail Holdings Inc,"건설장비 및 대형차, 기차, 배",521020
1720,RMGBU,Rmg Acquisition Corporation II,기타 금융업,556010
1721,WNW,Wunong Net Technology Co Ltd,다양한 소매업,534020
1722,IGAC,IG Acquisition Corp Class A,기타 금융업,556010
1723,RRGB,Red Robin Gourmet Burgers Inc,호텔 및 엔터테인먼트,533010
1724,MRACU,Marquee Raine Acquisition Corp,기타 금융업,556010
1725,FIII,Forum Merger III Corp Class A,기타 금융업,556010
1726,HFFG,Hf Foods Group Inc,식품 및 약품소매,543010
1727,FCBC,First Community Bankshares Inc,은행,551010
1728,GHVI,Gores Holdings VI Inc Class A,기타 금융업,556010
1729,HBT,HBT Financial Inc,은행,551010
1730,FISI,Financial Institutions Inc,은행,551010
1731,DSPG,DSP Group Inc,반도체 및 반도체 장비,571010
1732,HMTV,Hemisphere Media Group Inc Class A,미디어 및 출판,533020
1733,CDZI,Cadiz Inc,수도 유틸리티,591030
1734,VACQ,Vector Acquisition Corp Class A,기타 금융업,556010
1735,APTO,Aptose Biosciences Inc,생명과학 및 메디컬 리서치,562020
1736,AUTL,Autolus Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
1737,NAACU,North Atlantic Acquisition Corp,기타 금융업,556010
1738,REKR,Rekor Systems Inc,소프트웨어 및 IT서비스,572010
1739,BDSI,BioDelivery Sciences International Inc,제약,562010
1740,LAND,Gladstone Land Corp,주택 및 상업용 리츠,601020
1741,PROG,Progenity Inc,헬스케어 장비 및 용품,561010
1742,AGNCO,AGNC Investment Corp ADR,주택 및 상업용 리츠,601020
1743,SPKE,Spark Energy Inc Class A,전기 유틸리티,591010
1744,CLPT,Clearpoint Neuro Inc,헬스케어 장비 및 용품,561010
1745,HCICU,Hennessy Capital Investment V Corp,기타 금융업,556010
1746,GBLI,Global Indemnity Group LLC Class A,보험,553010
1747,BWB,Bridgewater Bancshares Inc,은행,551010
1748,CODX,Co-Diagnostics Inc,헬스케어 장비 및 용품,561010
1749,RGP,Resources Connection Inc,전문 및 상업 서비스,522030
1750,BHFAO,Brighthouse Financial Inc ADR,보험,553010
1751,MEIP,MEI Pharma Inc,생명과학 및 메디컬 리서치,562020
1752,CHPM,CHP Merger Corp Class A,기타 금융업,556010
1753,CCBG,Capital City Bank Group Inc,은행,551010
1754,CLNN,Clene Inc.,생명과학 및 메디컬 리서치,562020
1755,FMNB,Farmers National Banc Corp,은행,551010
1756,ERESU,East Resources Acquisition Co Unit,기타 금융업,556010
1757,ACBI,Atlantic Capital Bancshares Inc,은행,551010
1758,DHHCU,DiamondHead Holdings Corp,기타 금융업,556010
1759,STIM,Neuronetics Inc,헬스케어 장비 및 용품,561010
1760,VTIQU,VectoIQ Acquisition II Corp Unit,기타 금융업,556010
1761,INTZ,Intrusion Inc,소프트웨어 및 IT서비스,572010
1762,VIH,VPC Impact Acquisition Holdings Class A,기타 금융업,556010
1763,ICAD,ICAD Inc,헬스케어 장비 및 용품,561010
1764,CRNT,Ceragon Networks Ltd,커뮤니케이션 및 네트워킹,571020
1765,SIFY,Sify Technologies Ltd ADR,통신 서비스,574010
1766,DCRB,Decarbonization Plus Acquisition Corp Class A,기타 금융업,556010
1767,CBAY,Cymabay Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1768,HOOK,HOOKIPA Pharma Inc,제약,562010
1769,CBMG,Cellular Biomedicine Group Inc,생명과학 및 메디컬 리서치,562020
1770,NPAUU,New Providence Acquisition Corp Unit,기타 금융업,556010
1771,ANIP,ANI Pharmaceuticals Inc,제약,562010
1772,ACACU,Acies Acquisition Corp,기타 금융업,556010
1773,GNTY,Guaranty Bancshares Inc,은행,551010
1774,SGC,Superior Group of Companies Inc,섬유 및 의류,532020
1775,RSVAU,Rodgers Silicon Valley Acquisition Corp,기타 금융업,556010
1776,IGIC,International General Insurance Holdings Ltd,보험,553010
1777,VMD,Viemed Healthcare Inc,헬스케어 업체 및 서비스,561020
1778,GHVIU,Gores Holdings VI Inc,기타 금융업,556010
1779,CRMD,CorMedix Inc,제약,562010
1780,HMCOU,HumanCo Acquisition Corp,기타 금융업,556010
1781,GWRS,Global Water Resources Inc,수도 유틸리티,591030
1782,CSWC,Capital Southwest Corp,투자은행 및 서비스,551020
1783,NDLS,Noodles & Co Class A,호텔 및 엔터테인먼트,533010
1784,PPGHU,Poema Global Holdings Corp,기타 금융업,556010
1785,TACO,Del Taco Restaurants Inc,호텔 및 엔터테인먼트,533010
1786,CAMP,CalAmp Corp,통신 서비스,574010
1787,MCBS,Metrocity Bankshares Inc,은행,551010
1788,PNNT,Pennantpark Investment Corp,다양한 금융서비스,555010
1789,TFFP,TFF Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1790,POWW,Ammo Munitions Inc,우주항공 및 국방,521010
1791,SIVBP,SVB Financial Group ADR,은행,551010
1792,ZNTE,Zanite Acquisition Corp Class A,기타 금융업,556010
1793,HOFT,Hooker Furniture Corp,가정용품,532040
1794,FTIV,FinTech Acquisition Corp Class A,기타 금융업,556010
1795,RSVA,Rodgers Silicon Valley Acquisition Corp,기타 금융업,556010
1796,OEG,Orbital Energy Group Inc,"건설장비 및 대형차, 기차, 배",521020
1797,GXGX,GX Acquisition Corp Class A,기타 금융업,556010
1798,TRIN,Trinity Capital Inc,투자은행 및 서비스,551020
1799,HTBI,Hometrust Bancshares Inc,은행,551010
1800,IMUX,Immunic Inc,생명과학 및 메디컬 리서치,562020
1801,CCNE,CNB Financial Corp,은행,551010
1802,CHSCP,CHS Inc PRF,식품 및 담배,541020
1803,HMCO,HumanCo Acquisition Corp Class A,기타 금융업,556010
1804,KIRK,Kirkland's Inc,전문품 상점,534030
1805,BLCT,BlueCity Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
1806,HCAR,Healthcare Services Acquisition Corp Class A,기타 금융업,556010
1807,INDT,Indus Realty Trust Inc,주택 및 상업용 리츠,601020
1808,AGLE,Aeglea Bio Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1809,CLXT,Calyxt Inc,전문품 상점,534030
1810,NISN,Nisun International Enterprise Development Group Co Ltd Class A,핀테크,573010
1811,FULC,Fulcrum Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1812,LEGH,Legacy Housing Corp,주택건설,532030
1813,PUYI,Puyi Inc ADR,투자은행 및 서비스,551020
1814,PKOH,Park Ohio Holdings Corp,"건설장비 및 대형차, 기차, 배",521020
1815,NODK,NI Holdings Inc,보험,553010
1816,EYPT,EyePoint Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1817,TRVN,Trevena Inc,생명과학 및 메디컬 리서치,562020
1818,QRTEB,Qurate Retail Inc Series B,다양한 소매업,534020
1819,PRSRU,Prospector Capital Corp,기타 금융업,556010
1820,SLCRU,Silver Crest Acquisition Corp,기타 금융업,556010
1821,VTRU,Vitru Ltd,학교,631020
1822,KSMTU,Kismet Acquisition One Corp,기타 금융업,556010
1823,RESN,Resonant Inc,소프트웨어 및 IT서비스,572010
1824,HCARU,Healthcare Services Acquisition Corp,기타 금융업,556010
1825,PLPC,Preformed Line Products Co,"건설장비 및 대형차, 기차, 배",521020
1826,FIIIU,Forum Merger III Corp,기타 금융업,556010
1827,CPZ,Calamos Long/Short Equity & Dynamic Income Trust,다양한 금융서비스,555010
1828,IMMR,Immersion Corp,소프트웨어 및 IT서비스,572010
1829,ITMR,Itamar Medical Ltd ADR,헬스케어 장비 및 용품,561010
1830,EGAN,eGain Corp,소프트웨어 및 IT서비스,572010
1831,GAIN,Gladstone Investment Corp,다양한 금융서비스,555010
1832,AQMS,Aqua Metals Inc,메탈&마이닝,512010
1833,VRCA,Verrica Pharmaceuticals Inc,제약,562010
1834,RRBI,Red River Bancshares Inc,은행,551010
1835,RICK,RCI Hospitality Holdings Inc,호텔 및 엔터테인먼트,533010
1836,IPLDP,Interstate Power and Light Co PRF,전기 유틸리티,591010
1837,UFPT,UFP Technologies Inc,화학,511010
1838,WTBA,West Bancorporation Inc,은행,551010
1839,RBNC,Reliant Bancorp Inc,은행,551010
1840,TCDA,Tricida Inc,생명과학 및 메디컬 리서치,562020
1841,ACGLO,Arch Capital Group Ltd ADR,보험,553010
1842,SPFI,South Plains Financial Inc,은행,551010
1843,DGNS,Dragoneer Growth Opportunities Corp II Class A,기타 금융업,556010
1844,VACQU,Vector Acquisition Corp,기타 금융업,556010
1845,VSTM,Verastem Inc,생명과학 및 메디컬 리서치,562020
1846,ARTNA,Artesian Resources Corp Class A,수도 유틸리티,591030
1847,WSG,Wanda Sports Group Co Ltd ADR,미디어 및 출판,533020
1848,EQBK,Equity Bancshares Inc Class A,은행,551010
1849,POWL,Powell Industries Inc,"건설장비 및 대형차, 기차, 배",521020
1850,BSRR,Sierra Bancorp,은행,551010
1851,UBX,UNITY Biotechnology Inc,생명과학 및 메디컬 리서치,562020
1852,EIGR,Eiger BioPharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1853,VIHAU,VPC Impact Acquisition Holdings,기타 금융업,556010
1854,NATR,Natures Sunshine Products Inc,식품 및 담배,541020
1855,IBEX,Ibex Ltd,소프트웨어 및 IT서비스,572010
1856,IGACU,IG Acquisition Corp,기타 금융업,556010
1857,DSKE,Daseke Inc,화물 및 물류 서비스,524050
1858,LUNA,Luna Innovations Inc,"건설장비 및 대형차, 기차, 배",521020
1859,TEKK,Tekkorp Digital Acquisition Corp Class A,기타 금융업,556010
1860,CCRN,Cross Country Healthcare Inc,전문 및 상업 서비스,522030
1861,MUDSU,Mudrick Capital Acquisition Corporation II Unit,기타 금융업,556010
1862,RDHL,Redhill Biopharma Ltd ADR,생명과학 및 메디컬 리서치,562020
1863,UXIN,Uxin Ltd ADR,소프트웨어 및 IT서비스,572010
1864,HUIZ,Huize Holding Ltd ADR,보험,553010
1865,NXTC,NextCure Inc,제약,562010
1866,CSSE,Chicken Soup for The Soul Entertainment Inc Class A,미디어 및 출판,533020
1867,TGLS,Tecnoglass Inc,주택건설,532030
1868,AGMH,AGM Group Holdings Inc Class A,소프트웨어 및 IT서비스,572010
1869,CMPI,Checkmate Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1870,DCRBU,Decarbonization Plus Acquisition Corp,기타 금융업,556010
1871,JAGX,Jaguar Health Inc,생명과학 및 메디컬 리서치,562020
1872,STWO,ACON S2 Acquisition Corp Class A,기타 금융업,556010
1873,ZNTEU,Zanite Acquisition Corp,기타 금융업,556010
1874,ALTUU,Altitude Acquisition Corp,기타 금융업,556010
1875,ABUS,Arbutus Biopharma Corp,제약,562010
1876,ATCX,Atlas Technical Consultants Inc Class A,건설 및 엔지니어링,522010
1877,MTRX,Matrix Service Co,오일 및 가스 장비 및 서비스,501030
1878,CSTR,CapStar Financial Holdings Inc,은행,551010
1879,ONDS,Ondas Holdings Inc,소프트웨어 및 IT서비스,572010
1880,ALTU,Altitude Acquisition Corp Class A,기타 금융업,556010
1881,DGICA,Donegal Group Inc Class A,보험,553010
1882,NEBC,Nebula Caravel Acquisition Corp Class A,기타 금융업,556010
1883,TTOO,T2 Biosystems Inc,헬스케어 장비 및 용품,561010
1884,JG,Aurora Mobile Ltd ADR,소프트웨어 및 IT서비스,572010
1885,CTRM,Castor Maritime Inc,화물 및 물류 서비스,524050
1886,IPHA,Innate Pharma SA ADR,생명과학 및 메디컬 리서치,562020
1887,AGNCN,AGNC Investment Corp ADR,주택 및 상업용 리츠,601020
1888,NCMI,National Cinemedia Inc,미디어 및 출판,533020
1889,MUDS,Mudrick Capital Acquisition Corporation II Class A,기타 금융업,556010
1890,ONCT,Oncternal Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1891,CFAC,CF Finance Acquisition III Corp,기타 금융업,556010
1892,GMBTU,Queens Gambit Growth Capital,기타 금융업,556010
1893,RBB,RBB Bancorp,은행,551010
1894,ACEV,ACE Convergence Acquisition Corp Class A,기타 금융업,556010
1895,CHPMU,CHP Merger Corp Unit,기타 금융업,556010
1896,BRY,Berry Corporation (Bry),오일 및 가스,501020
1897,FTCV,Fintech Acquisition Corp V Class A,기타 금융업,556010
1898,XNET,Xunlei Ltd ADR,소프트웨어 및 IT서비스,572010
1899,CRSA,Crescent Acquisition Corp Class A,기타 금융업,556010
1900,FCNCP,First Citizens BancShares Inc (Delaware) ADR,은행,551010
1901,BBCP,Brundage-Bone Concrete Pumping Holdings Inc,건설 및 엔지니어링,522010
1902,STXB,Spirit of Texas Bancshares Inc,은행,551010
1903,LTRPA,Liberty Tripadvisor Holdings Inc Series A,소프트웨어 및 IT서비스,572010
1904,KSMT,Kismet Acquisition One Corp,기타 금융업,556010
1905,UTMD,Utah Medical Products Inc,헬스케어 장비 및 용품,561010
1906,FDUS,Fidus Investment Corp,다양한 금융서비스,555010
1907,AMNB,American National Bankshares Inc,은행,551010
1908,CFACU,CF Finance Acquisition III Corp,기타 금융업,556010
1909,MARK,Remark Holdings Inc,소프트웨어 및 IT서비스,572010
1910,LNDC,Landec Corp,식품 및 담배,541020
1911,NVEC,NVE Corp,반도체 및 반도체 장비,571010
1912,TAST,Carrols Restaurant Group Inc,호텔 및 엔터테인먼트,533010
1913,ACAC,Acies Acquisition Corp Class A,기타 금융업,556010
1914,ACTG,Acacia Research Corp,전문 및 상업 서비스,522030
1915,FBIO,Fortress Biotech Inc,제약,562010
1916,RAACU,Revolution Acceleration Acquisition Corp,기타 금융업,556010
1917,IRMD,IRadimed Corp,헬스케어 장비 및 용품,561010
1918,UEPS,Net 1 UEPS Technologies Inc,전문 및 상업 서비스,522030
1919,APYX,Apyx Medical Corp,헬스케어 장비 및 용품,561010
1920,SFST,Southern First Bancshares Inc,은행,551010
1921,KMDA,Kamada Ltd,제약,562010
1922,ATRO,Astronics Corp,우주항공 및 국방,521010
1923,SILC,Silicom Ltd,커뮤니케이션 및 네트워킹,571020
1924,CZNC,Citizens & Northern Corp,은행,551010
1925,GXGXU,GX Acquisition Corp Unit,기타 금융업,556010
1926,OESX,Orion Energy Systems Inc,주택건설,532030
1927,JCICU,Jack Creek Investment Corp.,기타 금융업,556010
1928,OEPWU,One Equity Partners Open Water I Corp,기타 금융업,556010
1929,NEBCU,Nebula Caravel Acquisition Corp,기타 금융업,556010
1930,EBTC,Enterprise Bancorp Inc,은행,551010
1931,CABA,Cabaletta Bio Inc,생명과학 및 메디컬 리서치,562020
1932,DFPH,DFP Healthcare Acquisitions Corp Class A,기타 금융업,556010
1933,SMBK,SmartFinancial Inc,은행,551010
1934,INBK,First Internet Bancorp,은행,551010
1935,GPACU,Global Partner Acquisition II Corp,기타 금융업,556010
1936,NWPX,Northwest Pipe Co,메탈&마이닝,512010
1937,IRCP,IRSA Propiedades Comerciales SA ADR,주택 및 상업용 리츠,601020
1938,VLGEA,Village Super Market Inc Class A,식품 및 약품소매,543010
1939,SV,Spring Valley Acquisition Corp Class A,기타 금융업,556010
1940,PRTK,Paratek Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1941,BGFV,Big 5 Sporting Goods Corp,전문품 상점,534030
1942,REDU,Rise Education Cayman Ltd ADR,교육서비스,631010
1943,GLTO,Galecto Inc,생명과학 및 메디컬 리서치,562020
1944,OSBC,Old Second Bancorp Inc,은행,551010
1945,NCNA,NuCana PLC ADR,생명과학 및 메디컬 리서치,562020
1946,LCAP,Lionheart Acquisition Corporation II Class A,기타 금융업,556010
1947,LMRK,Landmark Infrastructure Partners LP Unit,부동산 운영 관리,601010
1948,FTIVU,Fintech Acquisition Corp. IV,기타 금융업,556010
1949,GLAD,Gladstone Capital Corp,다양한 금융서비스,555010
1950,VTGN,VistaGen Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1951,QMCO,Quantum Corp,"컴퓨터, 전화 및 가전제품",571060
1952,CNBKA,Century Bancorp Inc Class A,은행,551010
1953,LBTYB,Liberty Global PLC Class B,미디어 및 출판,533020
1954,DBDR,Roman DBDR Tech Acquisition Corp Class A,기타 금융업,556010
1955,ADERU,26 Capital Acquisition Corp,기타 금융업,556010
1956,NBEV,Newage Inc,음료,541010
1957,KLAQU,KL Acquisition Corp,기타 금융업,556010
1958,ENFAU,890 5th Avenue Partners Inc,기타 금융업,556010
1959,VYGR,Voyager Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1960,LIVX,Livexlive Media Inc,미디어 및 출판,533020
1961,VALU,Value Line Inc,전문 및 상업 서비스,522030
1962,ESCA,Escalade Inc,레저 상품,532050
1963,JSM,Navient Corp PRF,은행,551010
1964,TZPSU,TZP Strategies Acquisition Corp,기타 금융업,556010
1965,TDACU,Trident Acquisitions Corp Unit,기타 금융업,556010
1966,LCUT,Lifetime Brands Inc,가정용품,532040
1967,PTSI,PAM Transportation Services Inc,화물 및 물류 서비스,524050
1968,SONA,Southern National Bancorp of Virginia Inc,은행,551010
1969,CLRMU,Clarim Acquisition Corp,기타 금융업,556010
1970,FLMN,Falcon Minerals Corp Class A,오일 및 가스,501020
1971,CDXC,Chromadex Corp,생명과학 및 메디컬 리서치,562020
1972,NMTR,9 Meters Biopharma Inc,생명과학 및 메디컬 리서치,562020
1973,ITI,Iteris Inc,커뮤니케이션 및 네트워킹,571020
1974,SMBC,Southern Missouri Bancorp Inc,은행,551010
1975,ARBG,Aequi Acquisition Corp Class A,기타 금융업,556010
1976,KINZU,Kins Technology Group Inc.,기타 금융업,556010
1977,BATRA,Liberty Media Corp Series A,미디어 및 출판,533020
1978,HLAHU,Hamilton Lane Alliance Holdings I Inc,기타 금융업,556010
1979,GRTX,Galera Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1980,CLMT,Calumet Specialty Products Partners LP Unit,오일 및 가스,501020
1981,DISCB,Discovery Inc Series B,미디어 및 출판,533020
1982,FTCVU,Fintech Acquisition Corp V,기타 금융업,556010
1983,LRMR,Larimar Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1984,RDVT,Red Violet Inc,소프트웨어 및 IT서비스,572010
1985,KAIRU,Kairos Acquisition Corp,기타 금융업,556010
1986,KOR,Corvus Gold Inc,메탈&마이닝,512010
1987,MBII,Marrone Bio Innovations Inc,화학,511010
1988,TEKKU,Tekkorp Digital Acquisition Corp,기타 금융업,556010
1989,POWRU,Powered Brands,기타 금융업,556010
1990,SWETU,Athlon Acquisition Corp,기타 금융업,556010
1991,FTFT,Future Fintech Group Inc,소프트웨어 및 IT서비스,572010
1992,CIVB,Civista Bancshares Inc,은행,551010
1993,UCL,Ucloudlink Group Inc ADR,통신 서비스,574010
1994,ACEVU,ACE Convergence Acquisition Corp,기타 금융업,556010
1995,NOACU,Natural Order Acquisition Corp,기타 금융업,556010
1996,TMKRU,Tastemaker Acquisition Corp,기타 금융업,556010
1997,BLU,BELLUS Health Inc,생명과학 및 메디컬 리서치,562020
1998,HAYN,Haynes International Inc,메탈&마이닝,512010
1999,SENEA,Seneca Foods Corp Class A,식품 및 담배,541020
2000,WHF,WhiteHorse Finance Inc,다양한 금융서비스,555010
2001,MCBC,Macatawa Bank Corp,은행,551010
2002,HCCCU,Healthcare Capital Corp,기타 금융업,556010
2003,MBIO,Mustang Bio Inc,생명과학 및 메디컬 리서치,562020
2004,IZEA,IZEA Worldwide Inc,소프트웨어 및 IT서비스,572010
2005,SSSS,SuRo Capital Corp,투자은행 및 서비스,551020
2006,VRA,Vera Bradley Inc,섬유 및 의류,532020
2007,EACPU,Edify Acquisition Corp,기타 금융업,556010
2008,CVGI,Commercial Vehicle Group Inc,자동차 및 자동차 부품,531010
2009,PBCTP,People's United Financial Inc PRF,은행,551010
2010,CRSAU,Crescent Acquisition Corp Unit,기타 금융업,556010
2011,YRCW,YRC Worldwide Inc,화물 및 물류 서비스,524050
2012,SSAAU,Science Strategic Acquisition Alpha Corp,기타 금융업,556010
2013,NEXT,NextDecade Corp,오일 및 가스 장비 및 서비스,501030
2014,SMMF,Summit Financial Group Inc,은행,551010
2015,PFIS,Peoples Financial Services Corp,은행,551010
2016,TRNS,Transcat Inc,전문 및 상업 서비스,522030
2017,CERC,Cerecor Inc,생명과학 및 메디컬 리서치,562020
2018,PBFS,Pioneer Bancorp Inc,은행,551010
2019,STWOU,ACON S2 Acquisition Corp,기타 금융업,556010
2020,INMB,INmune Bio Inc,생명과학 및 메디컬 리서치,562020
2021,IIIIU,Insu Acquisition Corp III,기타 금융업,556010
2022,WILC,G Willi-Food International Ltd,식품 및 약품소매,543010
2023,TNXP,Tonix Pharmaceuticals Holding Corp,생명과학 및 메디컬 리서치,562020
2024,IPA,Immunoprecise Antibodies Ltd,제약,562010
2025,LMNR,Limoneira Co,식품 및 담배,541020
2026,JFU,9F Inc ADR,투자은행 및 서비스,551020
2027,SCOR,Comscore Inc,미디어 및 출판,533020
2028,ALPN,Alpine Immune Sciences Inc,생명과학 및 메디컬 리서치,562020
2029,VINC,Vincerx Pharma Inc,기타 금융업,556010
2030,CVLG,Covenant Logistics Group Inc Class A,화물 및 물류 서비스,524050
2031,XERS,Xeris Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2032,SUNW,Sunworks Inc,재생에너지,502010
2033,NOAC,Natural Order Acquisition Corp,기타 금융업,556010
2034,ITIC,Investors Title Co,보험,553010
2035,SVOKU,Seven Oaks Acquisition Corp,기타 금융업,556010
2036,GNSS,Genasys Inc,커뮤니케이션 및 네트워킹,571020
2037,OIIM,O2micro International Ltd ADR,반도체 및 반도체 장비,571010
2038,AOUT,American Outdoor Brands Inc,레저 상품,532050
2039,CARE,Carter Bank and Trust,은행,551010
2040,CFFVU,CF Acquisition V Corp,기타 금융업,556010
2041,LFTR,Lefteris Acquisition Corp Class A,기타 금융업,556010
2042,KALV,Kalvista Pharmaceuticals Inc,제약,562010
2043,MTACU,MedTech Acquisition Corp,기타 금융업,556010
2044,SRSA,Sarissa Capital Acquisition Corp Class A,기타 금융업,556010
2045,UK,Ucommune International Ltd Class A,부동산 운영 관리,601010
2046,SMSI,Smith Micro Software Inc,소프트웨어 및 IT서비스,572010
2047,ATAX,America First Multifamily Investors LP Unit,은행,551010
2048,PCYO,Pure Cycle Corp,수도 유틸리티,591030
2049,GSAQU,Global Synergy Acquisition Corp,기타 금융업,556010
2050,HBCP,Home Bancorp Inc,은행,551010
2051,FNLC,First Bancorp Inc,은행,551010
2052,MVBF,MVB Financial Corp,은행,551010
2053,LOGC,LogicBio Therapeutics Inc,제약,562010
2054,NNBR,NN Inc,"건설장비 및 대형차, 기차, 배",521020
2055,FITBP,Fifth Third Bancorp ADR,은행,551010
2056,MTCR,Metacrine  Inc.,생명과학 및 메디컬 리서치,562020
2057,MNOV,MediciNova Inc,생명과학 및 메디컬 리서치,562020
2058,OSMT,Osmotica Pharmaceuticals PLC,제약,562010
2059,FITBO,Fifth Third Bancorp ADR,은행,551010
2060,SVSVU,Spring Valley Acquisition Corp,기타 금융업,556010
2061,SHSP,SharpSpring Inc,소프트웨어 및 IT서비스,572010
2062,FMAO,Farmers & Merchants Bancorp Inc,은행,551010
2063,ONCS,OncoSec Medical Inc,생명과학 및 메디컬 리서치,562020
2064,MONCU,Monument Circle Acquisition Corp,기타 금융업,556010
2065,CLVR,Clever Leaves Holdings Inc,식품 및 담배,541020
2066,KVHI,KVH Industries Inc,커뮤니케이션 및 네트워킹,571020
2067,LATN,Union Acquisition Corp II,기타 금융업,556010
2068,GLRE,Greenlight Capital Re Ltd Class A,보험,553010
2069,NEPT,Neptune Wellness Solutions Inc,제약,562010
2070,EZPW,EZCORP Inc Class A,은행,551010
2071,PAQCU,Provident Acquisition Corp,기타 금융업,556010
2072,PTIC,PropTech Investment II Corp Class A,기타 금융업,556010
2073,CECE,CECO Environmental Corp,전문 및 상업 서비스,522030
2074,DFPHU,DFP Healthcare Acquisitions Corp Unit,기타 금융업,556010
